1, C60, P13
7882, C22, P20
7883, C26, P14
7884, C100, P11
7885, C50, P10
7886, C85, P11
7887, C64, P19
7888, C80, P14
7889, C98, P16
7890, C77, P14
7891, C94, P11
7892, C78, P3
7893, C96, P8
7894, C100, P9
7895, C94, P15
7896, C29, P2
7897, C41, P18
7898, C91, P17
7899, C34, P9
7900, C74, P18
7901, C13, P4
7902, C87, P6
7903, C55, P3
7904, C59, P14
7905, C46, P6
7906, C27, P16
7907, C58, P6
7908, C25, P8
7909, C22, P15
7910, C50, P20
7911, C21, P3
7912, C71, P10
7913, C5, P9
7914, C19, P8
7915, C71, P20
7916, C20, P3
7917, C8, P14
7918, C81, P10
7919, C51, P17
7920, C85, P5
7921, C15, P11
7922, C2, P8
7923, C54, P19
7924, C4, P17
7925, C60, P12
7926, C5, P19
7927, C52, P17
7928, C2, P15
7929, C90, P14
7930, C7, P15
7931, C24, P18
7932, C33, P12
7933, C99, P5
7934, C36, P11
7935, C87, P10
7936, C68, P1
7937, C14, P12
7938, C12, P4
7939, C47, P20
7940, C70, P5
7941, C95, P16
7942, C5, P5
7943, C92, P4
7944, C96, P10
7945, C17, P15
7946, C76, P16
7947, C69, P10
7948, C21, P12
7949, C68, P18
7950, C72, P3
7951, C2, P7
7952, C6, P9
7953, C54, P6
7954, C41, P4
7955, C57, P1
7956, C26, P12
7957, C75, P18
7958, C42, P8
7959, C85, P5
7960, C63, P19
7961, C67, P5
7962, C11, P9
7963, C74, P6
7964, C89, P16
7965, C46, P16
7966, C65, P19
7967, C62, P7
7968, C52, P13
7969, C89, P15
7970, C72, P2
7971, C38, P16
7972, C1, P1
7973, C3, P6
7974, C13, P16
7975, C73, P15
7976, C87, P4
7977, C43, P11
7978, C95, P19
7979, C25, P18
7980, C56, P15
7981, C51, P18
7982, C72, P9
7983, C8, P13
7984, C32, P20
7985, C35, P12
7986, C58, P13
7987, C25, P19
7988, C20, P4
7989, C46, P8
7990, C83, P1
7991, C12, P3
7992, C1, P6
7993, C88, P5
7994, C21, P3
7995, C92, P3
7996, C14, P5
7997, C8, P12
7998, C98, P20
7999, C3, P8
8000, C37, P17
8001, C19, P15
8002, C77, P17
8003, C36, P1
8004, C41, P20
8005, C86, P1
8006, C38, P17
8007, C2, P5
8008, C61, P12
8009, C78, P14
8010, C47, P18
8011, C16, P11
8012, C82, P8
8013, C4, P5
8014, C7, P3
8015, C40, P7
8016, C93, P2
8017, C82, P15
8018, C5, P17
8019, C24, P5
8020, C15, P4
8021, C46, P20
8022, C43, P18
8023, C53, P12
8024, C20, P3
8025, C45, P2
8026, C11, P6
8027, C73, P8
8028, C64, P20
8029, C5, P2
8030, C69, P18
8031, C3, P12
8032, C33, P9
8033, C49, P4
8034, C18, P9
8035, C73, P5
8036, C67, P11
8037, C34, P8
8038, C78, P13
8039, C35, P15
8040, C13, P1
8041, C39, P20
8042, C14, P19
8043, C49, P13
8044, C85, P15
8045, C63, P20
8046, C18, P15
8047, C20, P10
8048, C67, P7
8049, C15, P14
8050, C20, P13
8051, C43, P19
8052, C63, P9
8053, C90, P10
8054, C60, P4
8055, C68, P14
8056, C98, P19
8057, C18, P4
8058, C56, P3
8059, C57, P2
8060, C24, P17
8061, C81, P12
8062, C27, P18
8063, C10, P15
8064, C97, P7
8065, C84, P12
8066, C57, P15
8067, C39, P12
8068, C49, P9
8069, C6, P11
8070, C36, P15
8071, C58, P20
8072, C71, P8
8073, C44, P8
8074, C97, P7
8075, C63, P18
8076, C65, P20
8077, C56, P19
8078, C69, P5
8079, C58, P19
8080, C83, P18
8081, C88, P15
8082, C93, P10
8083, C85, P3
8084, C51, P15
8085, C60, P14
8086, C20, P20
8087, C20, P6
8088, C29, P13
8089, C64, P14
8090, C4, P17
8091, C64, P16
8092, C51, P17
8093, C9, P15
8094, C52, P8
8095, C69, P3
8096, C95, P14
8097, C77, P14
8098, C87, P7
8099, C7, P20
8100, C34, P8
8101, C36, P14
8102, C32, P16
8103, C63, P5
8104, C23, P4
8105, C88, P6
8106, C58, P18
8107, C16, P13
8108, C87, P20
8109, C83, P8
8110, C17, P5
8111, C32, P3
8112, C24, P4
8113, C5, P4
8114, C28, P16
8115, C12, P5
8116, C100, P7
8117, C57, P13
8118, C2, P7
8119, C25, P11
8120, C28, P18
8121, C94, P1
8122, C23, P11
8123, C73, P10
8124, C99, P3
8125, C9, P12
8126, C67, P19
8127, C55, P7
8128, C72, P16
8129, C98, P1
8130, C21, P7
8131, C99, P13
8132, C13, P16
8133, C13, P12
8134, C50, P16
8135, C89, P17
8136, C28, P18
8137, C85, P11
8138, C72, P5
8139, C53, P1
8140, C47, P15
8141, C91, P15
8142, C79, P12
8143, C79, P16
8144, C17, P2
8145, C54, P8
8146, C91, P15
8147, C88, P4
8148, C13, P2
8149, C7, P7
8150, C50, P1
8151, C77, P12
8152, C28, P7
8153, C68, P9
8154, C92, P14
8155, C58, P9
8156, C85, P9
8157, C39, P17
8158, C21, P12
8159, C47, P18
8160, C86, P15
8161, C50, P13
8162, C54, P19
8163, C74, P19
8164, C79, P12
8165, C71, P9
8166, C16, P4
8167, C84, P9
8168, C78, P13
8169, C53, P9
8170, C62, P4
8171, C49, P8
8172, C59, P5
8173, C27, P10
8174, C49, P19
8175, C30, P15
8176, C86, P15
8177, C21, P6
8178, C8, P12
8179, C100, P17
8180, C81, P4
8181, C1, P4
8182, C12, P5
8183, C55, P11
8184, C28, P13
8185, C46, P18
8186, C27, P17
8187, C71, P16
8188, C4, P3
8189, C98, P11
8190, C93, P6
8191, C34, P6
8192, C54, P17
8193, C73, P17
8194, C37, P17
8195, C27, P1
8196, C47, P3
8197, C82, P11
8198, C32, P12
8199, C90, P7
8200, C39, P19
8201, C94, P19
8202, C49, P18
8203, C48, P15
8204, C66, P9
8205, C63, P6
8206, C41, P16
8207, C46, P2
8208, C31, P4
8209, C61, P2
8210, C81, P14
8211, C28, P18
8212, C59, P6
8213, C45, P9
8214, C29, P20
8215, C20, P18
8216, C13, P3
8217, C97, P19
8218, C19, P7
8219, C91, P2
8220, C84, P11
8221, C40, P19
8222, C17, P6
8223, C61, P15
8224, C32, P17
8225, C97, P6
8226, C92, P9
8227, C40, P1
8228, C5, P9
8229, C59, P1
8230, C31, P16
8231, C98, P1
8232, C59, P10
8233, C15, P16
8234, C28, P10
8235, C34, P12
8236, C1, P3
8237, C6, P2
8238, C16, P12
8239, C60, P15
8240, C75, P13
8241, C72, P1
8242, C1, P18
8243, C93, P18
8244, C38, P10
8245, C19, P8
8246, C53, P2
8247, C7, P6
8248, C38, P4
8249, C42, P10
8250, C51, P5
8251, C74, P5
8252, C82, P18
8253, C36, P15
8254, C10, P10
8255, C84, P12
8256, C84, P16
8257, C71, P11
8258, C27, P7
8259, C39, P11
8260, C19, P4
8261, C19, P12
8262, C70, P15
8263, C85, P1
8264, C78, P6
8265, C42, P18
8266, C82, P17
8267, C81, P10
8268, C15, P10
8269, C29, P9
8270, C82, P2
8271, C10, P2
8272, C49, P12
8273, C42, P8
8274, C86, P1
8275, C66, P12
8276, C86, P6
8277, C33, P17
8278, C71, P12
8279, C6, P3
8280, C62, P16
8281, C24, P18
8282, C38, P9
8283, C79, P8
8284, C72, P11
8285, C71, P20
8286, C66, P10
8287, C47, P9
8288, C53, P10
8289, C99, P16
8290, C22, P5
8291, C53, P17
8292, C29, P3
8293, C48, P11
8294, C33, P12
8295, C24, P8
8296, C63, P13
8297, C30, P7
8298, C59, P3
8299, C43, P12
8300, C5, P6
8301, C85, P13
8302, C71, P19
8303, C68, P13
8304, C36, P2
8305, C33, P19
8306, C64, P8
8307, C99, P8
8308, C10, P10
8309, C90, P14
8310, C62, P15
8311, C21, P17
8312, C26, P10
8313, C49, P20
8314, C37, P11
8315, C60, P4
8316, C71, P11
8317, C28, P4
8318, C42, P14
8319, C29, P18
8320, C93, P16
8321, C71, P3
8322, C4, P6
8323, C17, P14
8324, C35, P1
8325, C46, P1
8326, C14, P11
8327, C13, P5
8328, C52, P6
8329, C31, P2
8330, C38, P6
8331, C83, P2
8332, C82, P2
8333, C84, P3
8334, C39, P2
8335, C32, P3
8336, C24, P3
8337, C74, P1
8338, C100, P13
8339, C4, P5
8340, C2, P5
8341, C31, P3
8342, C86, P19
8343, C94, P19
8344, C45, P6
8345, C53, P9
8346, C51, P5
8347, C74, P11
8348, C89, P16
8349, C52, P4
8350, C18, P9
8351, C100, P17
8352, C48, P6
8353, C35, P9
8354, C84, P7
8355, C36, P17
8356, C16, P16
8357, C30, P12
8358, C72, P12
8359, C3, P11
8360, C1, P15
8361, C36, P11
8362, C38, P17
8363, C88, P20
8364, C95, P10
8365, C48, P5
8366, C95, P19
8367, C4, P4
8368, C80, P12
8369, C99, P6
8370, C7, P6
8371, C98, P2
8372, C22, P12
8373, C52, P15
8374, C97, P8
8375, C72, P11
8376, C1, P6
8377, C77, P12
8378, C58, P18
8379, C31, P9
8380, C56, P11
8381, C37, P4
8382, C42, P3
8383, C7, P13
8384, C28, P2
8385, C74, P11
8386, C72, P9
8387, C52, P1
8388, C67, P16
8389, C38, P14
8390, C43, P4
8391, C81, P11
8392, C83, P5
8393, C48, P15
8394, C89, P16
8395, C37, P20
8396, C44, P9
8397, C90, P20
8398, C46, P16
8399, C61, P17
8400, C95, P17
8401, C65, P6
8402, C74, P10
8403, C14, P7
8404, C47, P12
8405, C88, P1
8406, C14, P12
8407, C22, P20
8408, C36, P20
8409, C64, P3
8410, C45, P10
8411, C51, P7
8412, C65, P10
8413, C89, P11
8414, C98, P5
8415, C30, P16
8416, C73, P3
8417, C90, P19
8418, C9, P3
8419, C57, P2
8420, C3, P7
8421, C88, P9
8422, C55, P2
8423, C43, P5
8424, C59, P16
8425, C3, P7
8426, C42, P19
8427, C67, P19
8428, C21, P9
8429, C22, P12
8430, C61, P13
8431, C31, P12
8432, C23, P4
8433, C97, P5
8434, C37, P3
8435, C13, P4
8436, C63, P15
8437, C56, P7
8438, C51, P12
8439, C3, P13
8440, C13, P20
8441, C18, P11
8442, C65, P1
8443, C12, P19
8444, C79, P12
8445, C30, P10
8446, C36, P4
8447, C17, P10
8448, C40, P19
8449, C34, P5
8450, C72, P1
8451, C48, P9
8452, C63, P8
8453, C26, P14
8454, C65, P13
8455, C32, P8
8456, C90, P19
8457, C23, P11
8458, C45, P9
8459, C57, P3
8460, C53, P3
8461, C17, P1
8462, C66, P17
8463, C79, P14
8464, C38, P8
8465, C21, P10
8466, C65, P11
8467, C83, P11
8468, C23, P11
8469, C32, P12
8470, C52, P20
8471, C43, P5
8472, C14, P19
8473, C50, P17
8474, C64, P6
8475, C56, P16
8476, C8, P12
8477, C55, P8
8478, C93, P9
8479, C3, P1
8480, C31, P1
8481, C32, P14
8482, C21, P5
8483, C46, P11
8484, C66, P20
8485, C2, P13
8486, C19, P10
8487, C4, P20
8488, C94, P10
8489, C78, P4
8490, C7, P3
8491, C85, P5
8492, C19, P7
8493, C25, P1
8494, C15, P12
8495, C27, P5
8496, C7, P10
8497, C72, P19
8498, C85, P17
8499, C15, P15
8500, C9, P14
8501, C78, P13
8502, C66, P14
8503, C88, P10
8504, C8, P3
8505, C96, P5
8506, C56, P17
8507, C76, P7
8508, C47, P19
8509, C36, P2
8510, C49, P3
8511, C7, P7
8512, C23, P6
8513, C11, P15
8514, C46, P12
8515, C34, P7
8516, C90, P7
8517, C87, P20
8518, C14, P20
8519, C2, P8
8520, C18, P11
8521, C54, P2
8522, C10, P12
8523, C34, P4
8524, C71, P19
8525, C56, P12
8526, C60, P14
8527, C30, P18
8528, C6, P19
8529, C46, P6
8530, C77, P10
8531, C17, P12
8532, C17, P12
8533, C7, P3
8534, C97, P11
8535, C99, P7
8536, C43, P3
8537, C36, P6
8538, C45, P19
8539, C83, P17
8540, C100, P12
8541, C14, P16
8542, C28, P1
8543, C75, P11
8544, C69, P17
8545, C17, P15
8546, C44, P10
8547, C61, P1
8548, C89, P4
8549, C61, P10
8550, C32, P12
8551, C10, P14
8552, C49, P12
8553, C79, P3
8554, C27, P3
8555, C33, P1
8556, C3, P3
8557, C15, P14
8558, C88, P16
8559, C16, P17
8560, C37, P5
8561, C55, P18
8562, C55, P11
8563, C9, P20
8564, C56, P13
8565, C82, P8
8566, C68, P15
8567, C90, P5
8568, C15, P6
8569, C48, P2
8570, C69, P13
8571, C51, P2
8572, C93, P5
8573, C68, P9
8574, C1, P12
8575, C86, P17
8576, C16, P11
8577, C66, P5
8578, C83, P15
8579, C55, P13
8580, C83, P2
8581, C15, P11
8582, C40, P9
8583, C31, P20
8584, C44, P12
8585, C68, P13
8586, C45, P19
8587, C34, P18
8588, C4, P20
8589, C28, P16
8590, C59, P18
8591, C28, P18
8592, C58, P1
8593, C49, P1
8594, C1, P10
8595, C82, P4
8596, C56, P9
8597, C45, P9
8598, C46, P18
8599, C99, P13
8600, C22, P18
8601, C66, P12
8602, C98, P9
8603, C21, P11
8604, C17, P15
8605, C1, P16
8606, C53, P10
8607, C24, P10
8608, C49, P5
8609, C86, P3
8610, C94, P3
8611, C50, P8
8612, C70, P10
8613, C30, P14
8614, C92, P13
8615, C78, P2
8616, C56, P19
8617, C70, P13
8618, C71, P17
8619, C81, P17
8620, C92, P5
8621, C96, P9
8622, C38, P20
8623, C13, P7
8624, C29, P12
8625, C29, P15
8626, C14, P10
8627, C1, P20
8628, C94, P1
8629, C86, P7
8630, C24, P4
8631, C98, P10
8632, C80, P4
8633, C92, P15
8634, C92, P14
8635, C50, P16
8636, C53, P10
8637, C76, P8
8638, C28, P6
8639, C15, P13
8640, C83, P11
8641, C75, P17
8642, C55, P4
8643, C3, P16
8644, C64, P10
8645, C84, P12
8646, C74, P7
8647, C78, P5
8648, C83, P12
8649, C62, P19
8650, C30, P5
8651, C38, P18
8652, C11, P2
8653, C77, P11
8654, C42, P16
8655, C90, P4
8656, C17, P19
8657, C57, P2
8658, C50, P4
8659, C62, P12
8660, C74, P20
8661, C21, P1
8662, C33, P17
8663, C42, P3
8664, C12, P15
8665, C91, P7
8666, C26, P7
8667, C82, P2
8668, C92, P1
8669, C64, P8
8670, C7, P18
8671, C95, P14
8672, C84, P6
8673, C52, P11
8674, C15, P7
8675, C6, P17
8676, C98, P1
8677, C4, P12
8678, C71, P14
8679, C26, P3
8680, C94, P7
8681, C48, P19
8682, C62, P14
8683, C31, P5
8684, C90, P14
8685, C13, P11
8686, C56, P1
8687, C5, P18
8688, C82, P11
8689, C49, P7
8690, C95, P2
8691, C91, P9
8692, C69, P7
8693, C51, P5
8694, C87, P2
8695, C50, P12
8696, C98, P6
8697, C49, P4
8698, C78, P3
8699, C7, P11
8700, C50, P17
8701, C59, P1
8702, C99, P13
8703, C20, P20
8704, C70, P7
8705, C100, P11
8706, C54, P5
8707, C36, P11
8708, C87, P7
8709, C73, P20
8710, C79, P4
8711, C61, P20
8712, C52, P17
8713, C50, P13
8714, C3, P20
8715, C77, P16
8716, C56, P14
8717, C86, P5
8718, C72, P5
8719, C7, P12
8720, C43, P1
8721, C8, P8
8722, C86, P7
8723, C6, P16
8724, C18, P19
8725, C56, P11
8726, C76, P1
8727, C7, P19
8728, C2, P18
8729, C2, P18
8730, C31, P3
8731, C91, P6
8732, C46, P9
8733, C89, P8
8734, C69, P18
8735, C75, P5
8736, C48, P10
8737, C54, P8
8738, C67, P13
8739, C57, P17
8740, C63, P13
8741, C81, P3
8742, C47, P2
8743, C95, P8
8744, C70, P1
8745, C8, P12
8746, C69, P8
8747, C40, P15
8748, C35, P2
8749, C39, P7
8750, C41, P18
8751, C59, P1
8752, C8, P19
8753, C19, P6
8754, C35, P17
8755, C64, P6
8756, C26, P2
8757, C74, P1
8758, C95, P16
8759, C53, P10
8760, C58, P10
8761, C71, P12
8762, C36, P8
8763, C35, P12
8764, C65, P9
8765, C100, P5
8766, C81, P8
8767, C33, P16
8768, C33, P9
8769, C15, P7
8770, C76, P11
8771, C10, P16
8772, C88, P20
8773, C41, P2
8774, C11, P16
8775, C67, P15
8776, C85, P14
8777, C48, P16
8778, C22, P13
8779, C54, P19
8780, C58, P15
8781, C83, P1
8782, C86, P10
8783, C53, P10
8784, C49, P8
8785, C11, P6
8786, C83, P17
8787, C91, P13
8788, C63, P5
8789, C37, P8
8790, C99, P9
8791, C69, P12
8792, C80, P17
8793, C25, P17
8794, C37, P8
8795, C93, P1
8796, C62, P9
8797, C30, P14
8798, C39, P13
8799, C74, P17
8800, C9, P19
8801, C3, P15
8802, C70, P7
8803, C67, P9
8804, C76, P7
8805, C52, P18
8806, C97, P1
8807, C15, P9
8808, C37, P7
8809, C8, P6
8810, C31, P14
8811, C72, P18
8812, C92, P14
8813, C77, P14
8814, C87, P10
8815, C70, P19
8816, C81, P1
8817, C47, P18
8818, C74, P1
8819, C33, P14
8820, C54, P18
8821, C57, P16
8822, C75, P3
8823, C57, P7
8824, C73, P13
8825, C38, P13
8826, C85, P16
8827, C54, P15
8828, C90, P10
8829, C5, P6
8830, C35, P6
8831, C73, P20
8832, C86, P5
8833, C58, P6
8834, C77, P15
8835, C79, P17
8836, C48, P7
8837, C99, P10
8838, C69, P17
8839, C99, P13
8840, C15, P12
8841, C100, P11
8842, C9, P9
8843, C87, P5
8844, C85, P4
8845, C32, P1
8846, C76, P9
8847, C69, P5
8848, C9, P11
8849, C39, P6
8850, C75, P10
8851, C29, P12
8852, C60, P9
8853, C80, P18
8854, C63, P11
8855, C7, P20
8856, C60, P18
8857, C43, P9
8858, C10, P18
8859, C44, P1
8860, C39, P13
8861, C45, P4
8862, C73, P12
8863, C3, P17
8864, C22, P14
8865, C73, P4
8866, C64, P14
8867, C55, P14
8868, C61, P5
8869, C79, P6
8870, C60, P2
8871, C65, P10
8872, C16, P2
8873, C100, P7
8874, C60, P18
8875, C30, P4
8876, C77, P18
8877, C85, P15
8878, C32, P13
8879, C9, P12
8880, C23, P10
8881, C61, P2
8882, C60, P8
8883, C96, P2
8884, C35, P7
8885, C30, P7
8886, C38, P18
8887, C76, P18
8888, C66, P4
8889, C60, P18
8890, C77, P5
8891, C79, P2
8892, C40, P4
8893, C46, P2
8894, C83, P7
8895, C63, P13
8896, C75, P6
8897, C58, P19
8898, C2, P2
8899, C1, P2
8900, C83, P11
8901, C63, P4
8902, C24, P20
8903, C32, P6
8904, C70, P3
8905, C20, P12
8906, C6, P6
8907, C15, P1
8908, C8, P12
8909, C33, P7
8910, C25, P8
8911, C54, P1
8912, C16, P15
8913, C7, P7
8914, C31, P9
8915, C17, P9
8916, C39, P11
8917, C21, P5
8918, C23, P12
8919, C73, P14
8920, C48, P17
8921, C57, P9
8922, C58, P6
8923, C20, P16
8924, C84, P15
8925, C29, P20
8926, C63, P20
8927, C44, P19
8928, C61, P14
8929, C29, P3
8930, C28, P9
8931, C93, P6
8932, C63, P9
8933, C9, P11
8934, C84, P11
8935, C6, P17
8936, C29, P4
8937, C46, P10
8938, C56, P19
8939, C28, P5
8940, C51, P13
8941, C98, P12
8942, C34, P10
8943, C33, P8
8944, C95, P20
8945, C67, P20
8946, C13, P5
8947, C85, P2
8948, C20, P12
8949, C8, P15
8950, C67, P19
8951, C5, P10
8952, C8, P1
8953, C39, P3
8954, C53, P17
8955, C77, P1
8956, C19, P14
8957, C95, P2
8958, C71, P5
8959, C11, P5
8960, C98, P13
8961, C84, P2
8962, C99, P15
8963, C79, P7
8964, C16, P6
8965, C4, P12
8966, C40, P3
8967, C83, P2
8968, C10, P1
8969, C81, P17
8970, C13, P14
8971, C67, P17
8972, C83, P19
8973, C79, P12
8974, C40, P2
8975, C9, P4
8976, C60, P13
8977, C48, P10
8978, C41, P15
8979, C66, P8
8980, C60, P17
8981, C54, P5
8982, C58, P12
8983, C91, P20
8984, C22, P7
8985, C21, P19
8986, C44, P10
8987, C28, P18
8988, C32, P5
8989, C36, P16
8990, C37, P18
8991, C34, P15
8992, C4, P9
8993, C78, P13
8994, C53, P8
8995, C18, P5
8996, C10, P11
8997, C25, P11
8998, C31, P10
8999, C30, P4
9000, C24, P14
9001, C42, P20
9002, C1, P18
9003, C75, P19
9004, C11, P17
9005, C72, P8
9006, C79, P18
9007, C54, P2
9008, C100, P6
9009, C48, P16
9010, C100, P4
9011, C52, P17
9012, C68, P3
9013, C20, P19
9014, C28, P8
9015, C32, P18
9016, C46, P2
9017, C28, P3
9018, C74, P14
9019, C85, P11
9020, C65, P16
9021, C2, P12
9022, C35, P19
9023, C80, P15
9024, C30, P15
9025, C25, P20
9026, C67, P16
9027, C1, P3
9028, C9, P20
9029, C87, P2
9030, C81, P9
9031, C80, P8
9032, C100, P1
9033, C54, P9
9034, C33, P8
9035, C40, P19
9036, C16, P7
9037, C78, P11
9038, C22, P18
9039, C88, P15
9040, C70, P8
9041, C73, P11
9042, C53, P16
9043, C3, P13
9044, C53, P7
9045, C61, P2
9046, C37, P1
9047, C62, P20
9048, C49, P1
9049, C85, P14
9050, C52, P9
9051, C6, P15
9052, C47, P19
9053, C93, P7
9054, C78, P17
9055, C92, P7
9056, C22, P2
9057, C51, P4
9058, C11, P12
9059, C7, P12
9060, C66, P20
9061, C79, P15
9062, C98, P7
9063, C64, P1
9064, C70, P20
9065, C91, P15
9066, C76, P6
9067, C2, P8
9068, C85, P1
9069, C82, P3
9070, C82, P3
9071, C100, P1
9072, C97, P11
9073, C72, P15
9074, C17, P10
9075, C91, P6
9076, C39, P17
9077, C19, P13
9078, C38, P15
9079, C88, P19
9080, C31, P18
9081, C13, P17
9082, C3, P7
9083, C54, P9
9084, C29, P6
9085, C6, P2
9086, C75, P15
9087, C81, P4
9088, C60, P16
9089, C17, P16
9090, C53, P19
9091, C51, P12
9092, C51, P1
9093, C52, P3
9094, C31, P8
9095, C36, P12
9096, C16, P10
9097, C82, P2
9098, C39, P13
9099, C11, P20
9100, C33, P10
9101, C87, P16
9102, C59, P1
9103, C78, P15
9104, C31, P14
9105, C74, P15
9106, C82, P13
9107, C18, P16
9108, C30, P5
9109, C16, P12
9110, C14, P15
9111, C53, P13
9112, C32, P7
9113, C27, P12
9114, C24, P11
9115, C6, P7
9116, C22, P18
9117, C86, P6
9118, C28, P8
9119, C35, P1
9120, C5, P1
9121, C31, P11
9122, C89, P3
9123, C53, P13
9124, C62, P9
9125, C57, P1
9126, C8, P13
9127, C99, P6
9128, C14, P14
9129, C51, P18
9130, C96, P13
9131, C68, P19
9132, C78, P14
9133, C11, P8
9134, C73, P17
9135, C82, P5
9136, C22, P20
9137, C96, P16
9138, C41, P2
9139, C75, P7
9140, C82, P17
9141, C97, P3
9142, C91, P3
9143, C65, P15
9144, C14, P12
9145, C10, P5
9146, C33, P17
9147, C23, P9
9148, C76, P5
9149, C3, P19
9150, C80, P5
9151, C63, P11
9152, C16, P17
9153, C15, P6
9154, C83, P19
9155, C31, P4
9156, C29, P19
9157, C10, P18
9158, C14, P5
9159, C45, P12
9160, C16, P19
9161, C12, P4
9162, C13, P7
9163, C49, P12
9164, C37, P8
9165, C82, P3
9166, C82, P18
9167, C93, P3
9168, C82, P1
9169, C60, P14
9170, C61, P13
9171, C34, P3
9172, C3, P14
9173, C22, P2
9174, C86, P15
9175, C9, P2
9176, C29, P17
9177, C45, P19
9178, C11, P14
9179, C17, P19
9180, C65, P17
9181, C84, P13
9182, C65, P15
9183, C71, P16
9184, C72, P1
9185, C56, P1
9186, C12, P3
9187, C85, P12
9188, C53, P9
9189, C9, P3
9190, C29, P20
9191, C73, P18
9192, C98, P17
9193, C11, P15
9194, C39, P15
9195, C86, P15
9196, C44, P3
9197, C82, P11
9198, C85, P9
9199, C25, P4
9200, C62, P7
9201, C16, P3
9202, C93, P17
9203, C89, P10
9204, C32, P8
9205, C50, P5
9206, C9, P1
9207, C68, P18
9208, C5, P3
9209, C25, P6
9210, C98, P8
9211, C26, P20
9212, C90, P2
9213, C46, P17
9214, C54, P4
9215, C34, P18
9216, C4, P20
9217, C81, P11
9218, C95, P20
9219, C73, P14
9220, C56, P16
9221, C76, P7
9222, C26, P5
9223, C80, P8
9224, C20, P8
9225, C6, P1
9226, C76, P15
9227, C83, P2
9228, C4, P16
9229, C20, P19
9230, C16, P7
9231, C50, P7
9232, C21, P2
9233, C88, P8
9234, C80, P7
9235, C22, P19
9236, C45, P6
9237, C10, P20
9238, C89, P15
9239, C76, P19
9240, C73, P20
9241, C28, P18
9242, C66, P5
9243, C81, P9
9244, C64, P3
9245, C11, P18
9246, C28, P11
9247, C67, P7
9248, C53, P4
9249, C93, P17
9250, C53, P1
9251, C13, P20
9252, C78, P2
9253, C98, P10
9254, C14, P15
9255, C35, P10
9256, C13, P4
9257, C47, P19
9258, C92, P2
9259, C98, P9
9260, C68, P15
9261, C36, P18
9262, C30, P7
9263, C91, P15
9264, C55, P18
9265, C74, P1
9266, C77, P20
9267, C6, P7
9268, C30, P2
9269, C61, P20
9270, C65, P19
9271, C40, P5
9272, C59, P20
9273, C33, P14
9274, C88, P9
9275, C79, P11
9276, C85, P18
9277, C22, P12
9278, C18, P15
9279, C81, P20
9280, C72, P5
9281, C9, P7
9282, C20, P19
9283, C43, P12
9284, C74, P5
9285, C72, P7
9286, C50, P3
9287, C24, P9
9288, C82, P3
9289, C40, P13
9290, C22, P3
9291, C40, P4
9292, C49, P1
9293, C19, P13
9294, C32, P3
9295, C89, P19
9296, C96, P15
9297, C75, P7
9298, C15, P12
9299, C88, P2
9300, C14, P6
9301, C89, P8
9302, C45, P11
9303, C88, P5
9304, C61, P3
9305, C18, P4
9306, C7, P9
9307, C66, P10
9308, C58, P13
9309, C95, P2
9310, C49, P12
9311, C93, P11
9312, C35, P2
9313, C46, P3
9314, C70, P16
9315, C19, P16
9316, C48, P18
9317, C92, P8
9318, C72, P20
9319, C64, P19
9320, C19, P4
9321, C23, P20
9322, C98, P14
9323, C19, P3
9324, C21, P19
9325, C51, P9
9326, C46, P16
9327, C58, P10
9328, C50, P1
9329, C96, P8
9330, C86, P2
9331, C60, P15
9332, C13, P18
9333, C92, P15
9334, C75, P9
9335, C54, P18
9336, C95, P16
9337, C14, P9
9338, C92, P5
9339, C24, P20
9340, C88, P3
9341, C40, P11
9342, C98, P17
9343, C59, P8
9344, C54, P14
9345, C81, P16
9346, C63, P7
9347, C92, P7
9348, C37, P9
9349, C46, P17
9350, C87, P7
9351, C85, P4
9352, C80, P12
9353, C76, P7
9354, C61, P16
9355, C42, P18
9356, C33, P16
9357, C28, P1
9358, C19, P3
9359, C33, P6
9360, C98, P3
9361, C17, P5
9362, C29, P13
9363, C99, P2
9364, C33, P2
9365, C1, P17
9366, C74, P9
9367, C94, P13
9368, C15, P19
9369, C39, P10
9370, C50, P4
9371, C20, P5
9372, C47, P14
9373, C72, P14
9374, C20, P1
9375, C98, P15
9376, C57, P7
9377, C50, P11
9378, C2, P19
9379, C27, P1
9380, C32, P4
9381, C86, P11
9382, C11, P3
9383, C61, P19
9384, C91, P9
9385, C12, P7
9386, C17, P2
9387, C27, P19
9388, C39, P3
9389, C37, P5
9390, C74, P14
9391, C30, P10
9392, C53, P20
9393, C1, P13
9394, C67, P18
9395, C5, P10
9396, C91, P4
9397, C20, P15
9398, C13, P19
9399, C42, P14
9400, C81, P15
9401, C95, P9
9402, C81, P12
9403, C20, P15
9404, C19, P1
9405, C17, P15
9406, C3, P18
9407, C21, P9
9408, C28, P17
9409, C44, P17
9410, C62, P3
9411, C2, P10
9412, C25, P11
9413, C88, P6
9414, C67, P4
9415, C44, P4
9416, C40, P1
9417, C21, P8
9418, C95, P9
9419, C90, P13
9420, C52, P3
9421, C61, P2
9422, C30, P14
9423, C86, P2
9424, C69, P15
9425, C83, P14
9426, C5, P5
9427, C56, P3
9428, C91, P5
9429, C8, P10
9430, C64, P11
9431, C36, P19
9432, C79, P1
9433, C44, P1
9434, C63, P17
9435, C78, P4
